,Player,Market Value (Millions USD),Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG,npxG,xA,npxG+xA,xG per 90,xA per 90,xG+xA per 90,npxG per 90,npxG+xA per 90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att_x,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Cmp,Att_y,Cmp%,TotDist,PrgDist,Cmp short,Att short,Cmp% short,Cmp medium,Att medium,Cmp% medium,Cmp long,Att long,Cmp% long,A-xA,KP,1/3,PPA,CrsPA,Prog
586,Danny Welbeck,4.4,16.0,4.0,3.0,29.0,24.0,17.0,1545.0,17.2,6.0,1.0,6.0,0.35,0.06,0.41,0.35,0.41,6.8,6.0,2.2,8.2,0.39,0.13,0.52,0.35,0.48,12.0,8.0,3.0,6.0,3.0,4.0,15.0,26.7,11.0,255.0,61.0,23.9,43.0,99.0,113.0,23.0,3.0,0.0,20.0,5.0,17.0,11.0,0.0,219.0,268.0,81.7,2962.0,603.0,141.0,166.0,84.9,56.0,63.0,88.9,12.0,16.0,75.0,-1.2,22.0,13.0,6.0,1.0,21.0
587,Andi Zeqiri,2.75,48.0,5.0,3.0,21.0,9.0,0.0,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,0.33,0.04,0.37,0.33,0.37,3.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,39.0,9.0,23.1,8.0,20.0,11.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,20.0,43.0,46.5,308.0,84.0,11.0,18.0,61.1,7.0,13.0,53.8,1.0,8.0,12.5,-0.1,1.0,2.0,1.0,1.0,4.0
594,Issa Diop,19.8,18.0,1.0,19.0,23.0,18.0,15.0,1381.0,15.3,2.0,0.0,2.0,0.13,0.0,0.13,0.13,0.13,0.3,0.3,0.0,0.3,0.02,0.0,0.02,0.02,0.02,26.0,19.0,14.0,12.0,0.0,6.0,18.0,33.3,12.0,113.0,41.0,36.3,61.0,48.0,4.0,35.0,24.0,1.0,11.0,14.0,40.0,82.0,2.0,475.0,563.0,84.4,9379.0,2899.0,160.0,184.0,87.0,244.0,267.0,91.4,65.0,101.0,64.4,0.0,1.0,28.0,0.0,0.0,22.0
595,Fabián Balbuena,5.5,40.0,1.0,19.0,28.0,14.0,13.0,1198.0,13.3,1.0,0.0,1.0,0.08,0.0,0.08,0.08,0.08,0.6,0.6,0.0,0.6,0.05,0.0,0.05,0.05,0.05,24.0,14.0,20.0,4.0,0.0,12.0,24.0,50.0,12.0,134.0,45.0,33.6,88.0,44.0,2.0,25.0,6.0,1.0,19.0,14.0,38.0,89.0,1.0,357.0,465.0,76.8,8603.0,3296.0,77.0,88.0,87.5,187.0,213.0,87.8,89.0,154.0,57.8,0.0,0.0,33.0,0.0,0.0,30.0
596,Angelo Ogbonna,2.75,26.0,1.0,19.0,32.0,28.0,28.0,2492.0,27.7,3.0,0.0,3.0,0.11,0.0,0.11,0.11,0.11,1.5,1.5,1.0,2.5,0.05,0.04,0.09,0.05,0.09,27.0,20.0,22.0,3.0,2.0,4.0,17.0,23.5,13.0,218.0,86.0,39.4,133.0,75.0,10.0,41.0,15.0,0.0,26.0,27.0,54.0,167.0,0.0,810.0,960.0,84.4,17791.0,4668.0,191.0,214.0,89.3,468.0,511.0,91.6,140.0,216.0,64.8,-1.0,3.0,27.0,0.0,0.0,26.0
599,Arthur Masuaku,7.7,10.0,2.0,19.0,26.0,12.0,12.0,1006.0,11.2,0.0,2.0,0.0,0.0,0.18,0.18,0.0,0.18,0.3,0.3,1.9,2.2,0.03,0.17,0.19,0.03,0.19,20.0,13.0,15.0,4.0,1.0,11.0,34.0,32.4,23.0,136.0,42.0,30.9,79.0,40.0,17.0,35.0,0.0,0.0,35.0,6.0,26.0,16.0,0.0,442.0,552.0,80.1,7513.0,2551.0,245.0,272.0,90.1,151.0,190.0,79.5,41.0,66.0,62.1,0.1,13.0,25.0,16.0,10.0,39.0
600,Aaron Cresswell,5.5,16.0,1.0,19.0,30.0,36.0,36.0,3170.0,35.2,0.0,8.0,0.0,0.0,0.23,0.23,0.0,0.23,0.9,0.9,5.9,6.9,0.03,0.17,0.19,0.03,0.19,31.0,13.0,15.0,14.0,2.0,14.0,34.0,41.2,20.0,230.0,67.0,29.1,122.0,90.0,18.0,48.0,14.0,0.0,34.0,36.0,67.0,98.0,0.0,1541.0,2061.0,74.8,30884.0,14764.0,655.0,736.0,89.0,616.0,736.0,83.7,252.0,518.0,48.6,2.1,60.0,149.0,24.0,17.0,120.0
602,Ben Johnson,3.3,16.0,1.0,19.0,20.0,14.0,5.0,523.0,5.8,1.0,0.0,1.0,0.17,0.0,0.17,0.17,0.17,0.4,0.4,0.2,0.6,0.06,0.04,0.1,0.06,0.1,9.0,3.0,7.0,0.0,2.0,5.0,9.0,55.6,4.0,81.0,13.0,16.0,45.0,22.0,14.0,10.0,2.0,1.0,8.0,11.0,20.0,14.0,0.0,154.0,219.0,70.3,2655.0,1075.0,86.0,94.0,91.5,46.0,66.0,69.7,17.0,40.0,42.5,-0.2,4.0,12.0,3.0,3.0,15.0
603,Ryan Fredericks,2.75,16.0,2.0,19.0,27.0,14.0,6.0,569.0,6.3,1.0,1.0,1.0,0.16,0.16,0.32,0.16,0.32,0.3,0.3,1.2,1.5,0.05,0.19,0.24,0.05,0.24,13.0,6.0,7.0,6.0,0.0,6.0,13.0,46.2,7.0,65.0,13.0,20.0,38.0,14.0,13.0,16.0,2.0,0.0,14.0,8.0,21.0,22.0,0.0,203.0,279.0,72.8,2971.0,1082.0,120.0,140.0,85.7,68.0,97.0,70.1,8.0,25.0,32.0,-0.2,13.0,9.0,13.0,7.0,15.0
604,Declan Rice,71.5,16.0,7.0,19.0,21.0,32.0,32.0,2879.0,32.0,2.0,1.0,1.0,0.06,0.03,0.09,0.03,0.06,3.0,1.5,2.1,3.5,0.09,0.06,0.16,0.05,0.11,77.0,53.0,45.0,31.0,1.0,24.0,55.0,43.6,31.0,495.0,149.0,30.1,212.0,246.0,37.0,54.0,13.0,0.0,41.0,68.0,145.0,46.0,1.0,1298.0,1506.0,86.2,25003.0,6065.0,525.0,580.0,90.5,567.0,628.0,90.3,192.0,261.0,73.6,-1.1,19.0,113.0,21.0,9.0,94.0
606,Mark Noble,2.2,16.0,7.0,19.0,33.0,21.0,8.0,712.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.03,0.03,0.0,0.03,7.0,5.0,3.0,3.0,1.0,2.0,14.0,14.3,12.0,116.0,23.0,19.8,46.0,57.0,13.0,9.0,3.0,0.0,6.0,11.0,18.0,7.0,0.0,374.0,429.0,87.2,7323.0,1739.0,147.0,162.0,90.7,161.0,175.0,92.0,61.0,76.0,80.3,-0.2,5.0,41.0,6.0,3.0,25.0
607,Pablo Fornals,19.8,17.0,6.0,19.0,24.0,33.0,31.0,2572.0,28.6,5.0,4.0,5.0,0.17,0.14,0.31,0.17,0.31,6.5,6.5,2.5,9.0,0.23,0.09,0.32,0.23,0.32,44.0,29.0,16.0,21.0,7.0,7.0,82.0,8.5,75.0,577.0,120.0,20.8,177.0,273.0,127.0,53.0,1.0,0.0,52.0,33.0,77.0,9.0,1.0,852.0,1102.0,77.3,14075.0,4100.0,455.0,523.0,87.0,302.0,387.0,78.0,78.0,134.0,58.2,1.5,30.0,72.0,32.0,5.0,108.0
608,Manuel Lanzini,11.0,2.0,9.0,19.0,27.0,17.0,5.0,566.0,6.3,1.0,1.0,1.0,0.16,0.16,0.32,0.16,0.32,1.2,1.2,0.9,2.0,0.18,0.14,0.32,0.18,0.32,6.0,6.0,2.0,3.0,1.0,2.0,13.0,15.4,11.0,109.0,37.0,33.9,33.0,48.0,28.0,15.0,0.0,0.0,15.0,6.0,12.0,5.0,0.0,327.0,368.0,88.9,5291.0,1311.0,176.0,191.0,92.1,122.0,133.0,91.7,21.0,31.0,67.7,0.1,11.0,25.0,4.0,0.0,20.0
609,Saïd Benrahma,24.2,1.0,6.0,19.0,24.0,30.0,14.0,1391.0,15.5,1.0,6.0,1.0,0.06,0.39,0.45,0.06,0.45,2.3,2.3,4.4,6.6,0.15,0.28,0.43,0.15,0.43,31.0,21.0,10.0,15.0,6.0,8.0,28.0,28.6,20.0,287.0,73.0,25.4,81.0,142.0,64.0,15.0,0.0,0.0,15.0,13.0,44.0,10.0,0.0,411.0,527.0,78.0,6393.0,1825.0,236.0,264.0,89.4,132.0,166.0,79.5,29.0,66.0,43.9,1.6,27.0,41.0,22.0,6.0,47.0
611,Jarrod Bowen,33.0,16.0,6.0,19.0,23.0,38.0,30.0,2562.0,28.5,8.0,5.0,8.0,0.28,0.18,0.46,0.28,0.46,6.3,6.3,4.6,10.8,0.22,0.16,0.38,0.22,0.38,23.0,14.0,11.0,8.0,4.0,5.0,31.0,16.1,26.0,365.0,97.0,26.6,90.0,141.0,134.0,39.0,1.0,0.0,38.0,22.0,45.0,5.0,0.0,499.0,734.0,68.0,9687.0,2148.0,214.0,280.0,76.4,191.0,243.0,78.6,83.0,166.0,50.0,0.4,28.0,22.0,22.0,9.0,37.0
612,Andriy Yarmolenko,4.4,51.0,6.0,19.0,30.0,15.0,1.0,375.0,4.2,0.0,1.0,0.0,0.0,0.24,0.24,0.0,0.24,0.4,0.4,1.0,1.4,0.1,0.23,0.33,0.1,0.33,6.0,4.0,3.0,2.0,1.0,1.0,6.0,16.7,5.0,56.0,21.0,37.5,22.0,21.0,13.0,7.0,0.0,0.0,7.0,3.0,9.0,1.0,0.0,124.0,157.0,79.0,2158.0,584.0,70.0,79.0,88.6,36.0,50.0,72.0,17.0,24.0,70.8,0.0,5.0,10.0,6.0,2.0,11.0
614,Michail Antonio,13.2,16.0,4.0,19.0,30.0,26.0,24.0,1974.0,21.9,10.0,5.0,10.0,0.46,0.23,0.68,0.46,0.68,11.4,11.4,2.3,13.7,0.52,0.11,0.62,0.52,0.62,14.0,8.0,1.0,7.0,6.0,2.0,9.0,22.2,7.0,254.0,65.0,25.6,19.0,92.0,143.0,25.0,9.0,0.0,16.0,9.0,23.0,8.0,0.0,326.0,490.0,66.5,5008.0,924.0,189.0,259.0,73.0,90.0,134.0,67.2,30.0,52.0,57.7,2.7,23.0,22.0,12.0,2.0,25.0
